,operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
1289,sell,apartment,|Tlalpan|Distrito Federal|México|,"19.275206,-99.218292",6580000.0,MXN,6520475.48,346677.06,,160.0,,41125.0,,,,http://lomas-del-pedregal.properati.com.mx/o46m_venta_departamento_lomas-del-pedregal_inventario-inmobiliario-7
1290,sell,house,|Benito Juárez|Quintana Roo|México|,"21.1669102,-86.8113357",1500000.0,USD,28212750.0,1500000.0,469.0,400.0,3198.2942430703624,3750.0,2.0,,,http://cancun.properati.com.mx/bxpo_venta_casa_cancun
1291,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.414009,-99.142481",679366.0,MXN,673379.84,35801.89,,70.0,,9705.228571428572,,,,http://cuauhtemoc.properati.com.mx/qwch_venta_departamento_cuauhtemoc_manuel-payno_29_ivan-andres-martinez
1292,sell,house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",390000.0,USD,7335315.0,390000.0,480.0,303.0,812.5,1287.1287128712872,2.0,,,http://cancun.properati.com.mx/f8tg_venta_casa_cancun
1293,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.460012,-99.153755",848400.0,MXN,840924.46,44709.81,,75.0,,11312.0,,,,http://cuauhtemoc.properati.com.mx/r487_venta_departamento_cuauhtemoc_san-simon_454_patricia-macias
1294,sell,house,|Benito Juárez|Quintana Roo|México|,"21.199106,-86.805694",690000.0,USD,12977865.0,690000.0,700.0,370.0,985.7142857142856,1864.8648648648648,2.0,,,http://cancun.properati.com.mx/bi9q_venta_casa_cancun
1295,sell,house,|Tláhuac|Distrito Federal|México|,"19.2969709106,-99.0326645022",10900000.0,MXN,10801395.59,574282.67,752.0,1182.0,763.6737632978724,9221.65820642978,2.0,,,http://tlahuac.properati.com.mx/g28h_venta_casa_tlahuac
1296,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.394358,-99.177444",2980000.0,MXN,2953042.08,157005.72,,99.0,,30101.010101010103,,,,http://benito-juarez.properati.com.mx/oi86_venta_departamento_benito-juarez_yael-reyes
1297,sell,house,|Benito Juárez|Quintana Roo|México|,"21.1694853329,-86.8037295341",2400000.0,USD,45140400.0,2400000.0,464.0,407.0,5172.413793103448,5896.805896805897,2.0,,,http://cancun.properati.com.mx/bok9_venta_casa_cancun
1298,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.340845,-99.244197",3749334.0,MXN,3715416.41,197539.22,,250.0,,14997.336,,,,http://lomas-de-guadalupe.properati.com.mx/pw2b_venta_casa_lomas-de-guadalupe_auras_0_lic-joaquin-osvaldo-ugalde-hdez
1299,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.444584,-99.174675",1726000.0,MXN,1710386.11,90936.87,,56.0,,30821.42857142857,,,,http://anahuac-miguel-hidalgo.properati.com.mx/ori3_venta_departamento_anahuac_inventario-inmobiliario-7
1300,sell,apartment,|Coyoacán|Distrito Federal|México|,,723000.0,MXN,716459.4,38092.32,,111.0,,6513.513513513513,,,,http://coyoacan.properati.com.mx/p8ea_venta_departamento_coyoacan_calz-de-las-bombas_0_teresa-cervantes
1301,sell,apartment,|Iztacalco|Distrito Federal|México|,"19.410307,-99.065399",829000.0,MXN,821500.54,43677.09,,50.0,,16580.0,,,,http://iztacalco.properati.com.mx/o9wi_venta_departamento_iztacalco_jorge-trejo_c56
1302,sell,apartment,|Tláhuac|Distrito Federal|México|,"19.29707,-99.051074",745000.0,MXN,738260.52,39251.43,,60.0,,12416.666666666666,,,,http://la-nopalera.properati.com.mx/p3vc_venta_departamento_la-nopalera_ana-bolena_270_vanesa
1303,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.433846,-99.1905",2477920.0,MXN,2455504.03,130552.89,,90.0,,27532.444444444445,,,,http://miguel-hidalgo-df.properati.com.mx/n420_venta_departamento_miguel-hidalgo_horacio_543_carlos-alvarez-corona
1304,sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.478327,-99.133858",,,,,0.0,0.0,,,,,,http://gustavo-a-madero.properati.com.mx/r6rk_venta_casa_gustavo-a-madero_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
1305,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.398477,-99.136487",1500000.0,MXN,1486430.48,79029.72,,260.0,,5769.2307692307695,,,,http://benito-juarez.properati.com.mx/nkh6_venta_departamento_benito-juarez_victor-hugo_0_alberto-carrillo-mendez
1306,sell,store,|Cuauhtémoc|Distrito Federal|México|,"19.438125,-99.130295",790000.0,MXN,782853.4,41622.32,,70.0,,11285.714285714286,,,,http://cuauhtemoc.properati.com.mx/pd35_venta_local_cuauhtemoc_republica-de-olombia_51_luis-pena
1307,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.335144,-99.199574",2800872.0,MXN,2775534.42,147568.09,,1016.0,,2756.763779527559,,,,http://la-otra-banda.properati.com.mx/r2sy_venta_departamento_la-otra-banda_iglesia_0_alberto-carrillo-mendez
1308,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.422225,-99.167137",1444000.0,MXN,1431276.44,76097.32,,90.0,,16044.444444444443,,,,http://cuauhtemoc.properati.com.mx/qx7r_venta_departamento_cuauhtemoc_medellin_0_edith
1309,sell,house,|Benito Juárez|Quintana Roo|México|,"21.139641,-86.879738",1900000.0,MXN,1883258.42,100128.05,156.0,158.0,641.8464743589744,12025.316455696202,,,,http://cancun.properati.com.mx/r226_venta_casa_cancun_century-21-caribbean-paradise
1310,sell,apartment,|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",314650.0,USD,5918094.52,314650.0,82.0,82.0,3837.1951219512193,3837.1951219512193,,,,http://playa-del-carmen.properati.com.mx/bpcd_venta_departamento_playa-del-carmen
1311,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.333996,-99.2375",1626000.0,MXN,1611290.71,85668.22,,66.0,,24636.36363636364,,,,http://tetelpan.properati.com.mx/qz46_venta_departamento_tetelpan_av-de-las-torres_805_roberto-saavedra
1312,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.464589,-99.183659",736667.0,MXN,730002.83,38812.39,,70.0,,10523.814285714288,,,,http://claveria.properati.com.mx/p6ns_venta_departamento_claveria_alejandria_78_adami-delgadillo
1313,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,3600000.0,MXN,3567433.39,189671.34,,51.0,,70588.23529411765,,,,http://granada.properati.com.mx/hubg_venta_departamento_granada_latitud-polanco
1314,sell,apartment,|Tlalpan|Distrito Federal|México|,"19.288229,-99.12374",1300000.0,MXN,1288239.68,68492.42,,65.0,,20000.0,,,,http://tlalpan.properati.com.mx/oyi0_venta_departamento_tlalpan_av-el-fortin_1_tecnocasa-coapa
1315,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.367931,-99.170262",2280000.0,MXN,2259374.44,120125.18,,120.0,,19000.0,,,,http://benito-juarez.properati.com.mx/oi7m_venta_departamento_benito-juarez_amores_1636_fernando-vazquez_act
1316,sell,house,|Benito Juárez|Quintana Roo|México|,"21.146414,-86.843369",2650000.0,MXN,2626650.09,139652.29,300.0,290.0,465.5076333333334,9137.93103448276,2.0,,,http://cancun.properati.com.mx/kyh1_venta_casa_cancun_inmuebles-cancun
1317,sell,apartment,|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",175000.0,USD,3291487.5,175000.0,175.0,175.0,1000.0,1000.0,,,,http://playa-del-carmen.properati.com.mx/krlb_venta_departamento_playa-del-carmen_york-properties_60r
1318,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.446053,-99.120285",541334.0,MXN,536436.85,28520.98,,70.0,,7733.342857142857,,,,http://venustiano-carranza.properati.com.mx/pvyg_venta_departamento_venustiano-carranza_panaderos_108_lic-joaquin-osvaldo-ugalde-hdez
1319,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.3794059,-99.1591446",4575000.0,MXN,4533613.25,241040.66,0.0,135.0,,33888.88888888889,,,,http://benito-juarez.properati.com.mx/b7c1_venta_departamento_benito-juarez
1320,sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.52381,-99.151475",874880.0,MXN,867171.15,46105.28,,70.0,,12498.285714285714,,,,http://gustavo-a-madero.properati.com.mx/r369_venta_departamento_gustavo-a-madero_los-esteros_216_arturo-nova
1321,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.453457,-99.21764",1160000.0,MXN,1149778.83,61130.81,,77.0,,15064.935064935064,,,,http://lomas-de-sotelo.properati.com.mx/r9qz_venta_departamento_lomas-de-sotelo_ingenieros-militares_215_jose-camacho_e6m
1322,sell,house,|Miguel Hidalgo|Distrito Federal|México|,"19.430369,-99.186872",1600000.0,MXN,1585525.89,84298.37,,120.0,,13333.333333333334,,,,http://bosques-de-chapultepec-miguel-hidalgo.properati.com.mx/ovwo_venta_casa_bosques-de-chapultepec_polanco_1_rento-house-queretaro-bienes-raices
1323,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.109879,-86.8434577",3399400.0,MXN,3461026.19,184013.94,97.0,,1897.050927835052,,,,,http://cancun.properati.com.mx/l0d0_venta_departamento_cancun_frondoso-grupo-inmobiliario
1324,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.453691,-99.180039",1000000.0,MXN,990953.65,52686.48,,68.0,,14705.882352941177,,,,http://popotla.properati.com.mx/pmc6_venta_departamento_popotla_instituto-de-la-higiene_13_victor-alberto-ramirez-diaz
1325,sell,apartment,|Solidaridad|Quintana Roo|México|,"20.61372587,-87.0960903168",2310000.0,MXN,2289645.78,121734.63,100.0,100.0,1217.3463000000002,23100.0,,,,http://playa-del-carmen.properati.com.mx/kqic_venta_departamento_playa-del-carmen_york-properties_60r
1326,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.453909,-99.208595",1525500.0,MXN,1512058.38,80392.29,0.0,70.0,,21792.85714285714,,,,http://miguel-hidalgo-df.properati.com.mx/os0p_venta_departamento_miguel-hidalgo_pichardo-y-asociados-inmobiliaria
1327,sell,apartment,|Benito Juárez|Quintana Roo|México|,,4500000.0,MXN,4460349.25,237145.4,0.0,134.0,,33582.08955223881,,,,http://cancun.properati.com.mx/bpkd_venta_departamento_cancun
1328,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446829,-99.159454",1411200.0,MXN,1398765.38,74368.79,0.0,47.0,,30025.531914893618,,,,http://cuauhtemoc.properati.com.mx/n7n9_venta_departamento_cuauhtemoc_bades-inmobiliaria-s-a-de-c-v
1329,sell,apartment,|Azcapotzalco|Distrito Federal|México|,,1120000.0,MXN,1109868.14,59008.86,,10.0,,112000.0,,,,http://azcapotzalco.properati.com.mx/o63c_venta_departamento_azcapotzalco_calle-heraldo_116_edmundo-pardavell-juarez
1330,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.456993,-99.118637",931000.0,MXN,922577.8,49051.11,,56.0,,16625.0,,,,http://venustiano-carranza.properati.com.mx/o44a_venta_departamento_venustiano-carranza_inventario-inmobiliario-6
1331,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.383823,-99.254311",1706400.0,MXN,1690963.33,89904.21,,47.0,,36306.382978723406,,,,http://cooperativa-palo-alto.properati.com.mx/pcoq_venta_departamento_cooperativa-palo-alto_inventario-inmobiliario-5
1332,sell,house,|Azcapotzalco|Distrito Federal|México|,"19.470329,-99.146309",1943000.0,MXN,1925422.94,102369.83,,190.0,,10226.315789473683,,,,http://azcapotzalco.properati.com.mx/m5ou_venta_casa_azcapotzalco_calle-11_0_luz-del-carmen-contreras-zepeda
1333,sell,house,|Benito Juárez|Quintana Roo|México|,"21.082655,-86.857162",2800000.0,MXN,2775328.27,147557.13,0.0,320.0,,8750.0,3.0,,,http://cancun.properati.com.mx/godu_venta_casa_cancun
1334,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.441816,-99.092908",603333.0,MXN,597875.0,31787.49,,60.0,,10055.55,,,,http://venustiano-carranza.properati.com.mx/o48q_venta_departamento_venustiano-carranza_oceania_222_carlos-alvarez-corona
1335,sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.493973,-99.130394",19800000.0,MXN,19625536.72,1043439.76,585.0,585.0,1783.657709401709,33846.153846153844,,,,http://gustavo-a-madero.properati.com.mx/gdln_venta_casa_lindavista-sur
1336,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.394073,-99.153915",2664090.0,MXN,2639989.83,140361.53,,62.0,,42969.1935483871,,,,http://benito-juarez.properati.com.mx/opow_venta_departamento_benito-juarez_avenida-cuauhtemoc_0_arboledas-grupo-inmobiliario
1337,sell,apartment,|Benito Juárez|Quintana Roo|México|,"21.1902642,-86.8198375",760000.0,USD,14294460.0,760000.0,10830.0,350.0,70.17543859649123,2171.428571428572,,,,http://cancun.properati.com.mx/h9g6_venta_departamento_cancun
1338,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,,1250000.0,USD,23510625.0,1250000.0,285.0,285.0,4385.964912280701,4385.964912280701,,,,http://polanco-miguel-hidalgo.properati.com.mx/nvb5_venta_departamento_polanco_guizar-guizar-promotores-inmobiliarios
1339,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443178,-99.20237",1989329.0,MXN,1971332.99,104810.75,,60.0,,33155.48333333333,,,,http://miguel-hidalgo-df.properati.com.mx/pn91_venta_departamento_miguel-hidalgo_lago-zurich_168_jorge-ramirez-linares
1340,sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.5010872,-99.1230477",3537938.0,MXN,3602075.64,191513.18,163.0,,1174.9274846625767,,,,,http://gustavo-a-madero.properati.com.mx/popo_venta_departamento_gustavo-a-madero_camex
1341,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.465454,-99.162665",1431000.0,MXN,1418054.63,75394.35,,69.0,,20739.130434782608,,,,http://azcapotzalco.properati.com.mx/n407_venta_departamento_azcapotzalco_mandarina_58_jose-camacho
1342,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.353592,-99.177275",4376000.0,MXN,4336413.46,230556.05,,360.0,,12155.555555555557,,,,http://axotla.properati.com.mx/ot4a_venta_casa_axotla_minerva_398_santiago-luna
1343,sell,apartment,|Iztapalapa|Distrito Federal|México|,"19.369859,-99.135812",666840.0,MXN,660807.49,35133.45,,50.0,,13336.8,,,,http://san-andres-tetepilco.properati.com.mx/pn25_venta_departamento_san-andres-tetepilco_tultepec_48_victor-alberto-ramirez-diaz
1344,sell,apartment,|Venustiano Carranza|Distrito Federal|México|,"19.428152,-99.106194",1275000.0,MXN,1263465.87,67175.26,,68.0,,18750.0,,,,http://venustiano-carranza.properati.com.mx/p5mr_venta_departamento_venustiano-carranza_inventario-inmobiliario-6
1345,sell,apartment,|Coyoacán|Distrito Federal|México|,"19.365484,-99.196619",822000.0,MXN,814563.78,43308.28,,65.0,,12646.153846153846,,,,http://coyoacan.properati.com.mx/npak_venta_departamento_coyoacan_and-23-de-mariquita-sanchez_jose-camacho
1346,sell,apartment,|Solidaridad|Quintana Roo|México|,"20.6540990945,-87.0857208967",1366114.0,MXN,1354076.76,71992.81,118.0,118.0,610.1085593220339,11577.237288135591,,,,http://playa-del-carmen.properati.com.mx/kqrd_venta_departamento_playa-del-carmen_york-properties_60r
1347,sell,house,|Álvaro Obregón|Distrito Federal|México|,"19.3605334,-99.2267067",8334750.0,MXN,8261310.11,439232.8,255.0,255.0,1722.481568627451,32685.29411764706,,,,http://alvaro-obregon.properati.com.mx/qy29_venta_casa_alvaro-obregon_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
1348,sell,house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3438765513,-99.3069778102",9850000.0,MXN,9763208.9,519084.93,338.0,338.0,1535.7542307692308,29142.011834319528,,,,http://contadero.properati.com.mx/quy8_venta_casa_contadero_rohen-inmobiliaria
1349,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.39365,-99.14769",2898656.0,MXN,2872433.93,152719.99,,62.0,,46752.51612903226,,,,http://benito-juarez.properati.com.mx/pqci_venta_departamento_benito-juarez_inventario-inmobiliario-8
1350,sell,house,|Tláhuac|Distrito Federal|México|,"19.2990233,-99.0436467",3150000.0,MXN,3122244.47,166001.78,608.0,750.0,273.0292434210526,4200.0,2.0,,,http://tlahuac.properati.com.mx/c0h7_venta_casa_tlahuac
1351,sell,apartment,|Benito Juárez|Distrito Federal|México|,"19.39365,-99.14769",2350000.0,MXN,2328741.13,123813.23,,90.0,,26111.11111111111,,,,http://benito-juarez.properati.com.mx/nnpn_venta_departamento_benito-juarez_cumbres-de-maltrata_452_ubaldo-velasco
1352,sell,apartment,|Álvaro Obregón|Distrito Federal|México|,"19.359901,-99.189606",891000.0,MXN,882939.64,46943.65,,65.0,,13707.692307692309,,,,http://los-alpes.properati.com.mx/o9un_venta_departamento_los-alpes_av-revolucion_1297_santiago-luna
1353,sell,house,|Benito Juárez|Distrito Federal|México|,"19.334476,-99.283854",1700000.0,MXN,1685020.78,89588.26,,115.0,,14782.608695652174,,,,http://benito-juarez.properati.com.mx/hc3i_venta_casa_alvaro-obregon_de-la-escondida_10
1354,sell,apartment,|Azcapotzalco|Distrito Federal|México|,"19.470359,-99.183001",1120000.0,MXN,1109868.14,59008.86,,80.0,,14000.0,,,,http://azcapotzalco.properati.com.mx/oai4_venta_departamento_azcapotzalco_el-heraldo_116_antonio-pedro
1355,sell,house,|Coyoacán|Distrito Federal|México|,"19.309208,-99.171906",3723609.0,MXN,3689924.13,196183.86,,170.0,,21903.58235294117,,,,http://coyoacan.properati.com.mx/p5ak_venta_casa_coyoacan_av-del-iman_325_santiago-luna
1356,sell,house,|Iztapalapa|Distrito Federal|México|,"19.395473,-99.046986",2555334.0,MXN,2532818.25,134663.49,,203.0,,12587.852216748768,,,,http://juan-escutia.properati.com.mx/qx60_venta_casa_juan-escutia_jose-maria-parras_0_edith
1357,sell,apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,540000.0,USD,10156590.0,540000.0,0.0,220.0,,2454.5454545454545,,,,http://cuajimalpa-de-morelos.properati.com.mx/b4xf_venta_departamento_cuajimalpa-de-morelos
1358,sell,apartment,|Benito Juárez|Quintana Roo|México|,,550000.0,USD,10344675.0,550000.0,,230.0,,2391.304347826087,,,,http://cancun.properati.com.mx/bc6a_venta_departamento_cancun
1359,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.440935,-99.188522",3700000.0,MXN,3667398.13,194986.21,,60.0,,61666.66666666666,,,,http://granada.properati.com.mx/qwyu_venta_departamento_granada_gabriela-roa
1360,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.445032,-99.140207",1187280.0,MXN,1176539.38,62553.6,,133.0,,8926.917293233082,,,,http://cuauhtemoc.properati.com.mx/ijol_venta_departamento_cuauhtemoc_ogazon_0
1361,sell,house,|Benito Juárez|Quintana Roo|México|,,3680000.0,MXN,3646709.72,193886.26,300.0,300.0,646.2875333333334,12266.666666666666,3.0,,,http://cancun.properati.com.mx/b9dt_venta_casa_cancun
1362,sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6295586,-87.0738851",939000.0,USD,17661181.5,939000.0,0.0,320.0,,2934.375,,,,http://playa-del-carmen-centro.properati.com.mx/loxk_venta_departamento_playa-del-carmen-centro_village-bienes-raices
1363,sell,apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6284265382,-87.0808339119",200000.0,USD,3761700.0,200000.0,220.0,104.0,909.0909090909092,1923.076923076923,,,,http://playa-del-carmen-centro.properati.com.mx/b9wq_venta_departamento_playa-del-carmen-centro
1364,sell,house,|Coyoacán|Distrito Federal|México|,"19.314381,-99.127632",2000000.0,MXN,1982377.34,105397.95,126.0,160.0,836.4916666666667,12500.0,2.0,,,http://coyoacan.properati.com.mx/exes_venta_casa_coyoacan
1365,sell,house,|Gustavo A. Madero|Distrito Federal|México|,"19.469681,-99.086136",1851142.0,MXN,1834396.01,97530.16,,212.0,,8731.801886792453,,,,http://san-juan-de-aragon.properati.com.mx/m4ue_venta_casa_san-juan-de-aragon_zendere
1366,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.452301,-99.207422",750000.0,MXN,743215.24,39514.86,,56.0,,13392.857142857143,,,,http://mexico-nuevo.properati.com.mx/pewi_venta_departamento_mexico-nuevo_santa-cruz-cacalco_7709_edith-diaz
1367,sell,apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443545,-99.211823",1880000.0,MXN,1863434.64,99074.07,,158.0,,11898.73417721519,,,,http://irrigacion.properati.com.mx/r49r_venta_departamento_irrigacion_presas-las-pilas_83_remate-bancario_e2b
1368,sell,apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.469681,-99.086136",990000.0,MXN,981044.02,52159.61,,42.0,,23571.42857142857,,,,http://san-juan-de-aragon.properati.com.mx/nxqt_venta_departamento_san-juan-de-aragon_inventario-inmobiliario-2
1369,sell,apartment,|Cuauhtémoc|Distrito Federal|México|,"19.45178,-99.15709",860000.0,MXN,852220.09,45310.37,,86.0,,10000.0,,,,http://cuauhtemoc.properati.com.mx/qb9j_venta_departamento_cuauhtemoc_jaime-torres-bodet_207_h-eduardo-buvier
